1.699999999999999956e+00	4.700000000000000178e+00	2.700000000000000178e+00	1.445390280479421918e-01
6.599999999999999645e+00	6.599999999999999645e+00	3.000000000000000000e+00	1.849314451504212031e-01
7.000000000000000000e+00	6.299999999999999822e+00	1.699999999999999956e+00	1.891653907413665958e-01
4.500000000000000000e+00	7.900000000000000355e+00	6.400000000000000355e+00	1.894420922662203022e-01
3.399999999999999911e+00	1.699999999999999956e+00	2.100000000000000089e+00	2.098759837591877286e-01
2.600000000000000089e+00	4.599999999999999645e+00	1.699999999999999956e+00	2.147253812648929061e-01
6.700000000000000178e+00	5.599999999999999645e+00	1.800000000000000044e+00	2.148902817414357069e-01
8.000000000000000000e+00	3.399999999999999911e+00	3.700000000000000178e+00	2.419637176566399039e-01
6.299999999999999822e+00	6.599999999999999645e+00	5.200000000000000178e+00	2.423631087518655358e-01
6.000000000000000000e+00	7.299999999999999822e+00	4.900000000000000355e+00	2.538740265971192733e-01
1.199999999999999956e+00	7.099999999999999645e+00	2.299999999999999822e+00	2.714271214432441015e-01
6.700000000000000178e+00	7.299999999999999822e+00	6.799999999999999822e+00	2.718427553772926331e-01
4.700000000000000178e+00	2.100000000000000089e+00	7.799999999999999822e+00	2.858634572476148605e-01
7.200000000000000178e+00	7.299999999999999822e+00	3.500000000000000000e+00	2.865832602748504265e-01
4.200000000000000178e+00	4.799999999999999822e+00	7.799999999999999822e+00	2.933264926362496028e-01
6.799999999999999822e+00	5.200000000000000178e+00	6.400000000000000355e+00	3.103658870722239005e-01
1.399999999999999911e+00	1.399999999999999911e+00	5.700000000000000178e+00	3.129780692263291475e-01
2.700000000000000178e+00	3.000000000000000000e+00	1.300000000000000044e+00	3.375158123672008514e-01
6.799999999999999822e+00	5.500000000000000000e+00	4.500000000000000000e+00	3.404296754071345910e-01
3.399999999999999911e+00	2.600000000000000089e+00	1.600000000000000089e+00	3.515106696062363367e-01
2.799999999999999822e+00	7.799999999999999822e+00	6.000000000000000000e+00	3.651104192607678156e-01
7.599999999999999645e+00	1.199999999999999956e+00	4.400000000000000355e+00	3.690824465682873146e-01
5.099999999999999645e+00	4.000000000000000000e+00	5.599999999999999645e+00	4.006963763386011124e-01
3.200000000000000178e+00	1.000000000000000000e+00	3.399999999999999911e+00	4.375641985008349999e-01
3.000000000000000000e+00	6.299999999999999822e+00	5.299999999999999822e+00	5.139902193958942878e-01
