1.770000000000000089e-03	3.299999999999999822e+00	7.283680748481017320e-01
1.020000000000000073e-03	2.899999999999999911e+00	7.402394032822205983e-01
1.900000000000000105e-04	3.700000000000000178e+00	7.852456225798680745e-01
1.729999999999999984e-03	5.799999999999999822e+00	9.457694939695872050e-01
1.700000000000000122e-04	4.700000000000000178e+00	9.748346329881594219e-01
1.580000000000000024e-03	3.100000000000000089e+00	9.748436814317336108e-01
6.199999999999999999e-04	6.299999999999999822e+00	9.748436871629494460e-01
1.750000000000000036e-03	2.899999999999999911e+00	9.830819924290363776e-01
1.990000000000000015e-03	7.000000000000000000e+00	9.864662312544308920e-01
8.499999999999999526e-04	4.599999999999999645e+00	9.866025413458163751e-01
1.899999999999999996e-03	5.400000000000000355e+00	9.872635774887524862e-01
1.580000000000000024e-03	6.200000000000000178e+00	9.873593226075172424e-01
1.129999999999999928e-03	4.500000000000000000e+00	9.873809762872182150e-01
1.270000000000000078e-03	4.299999999999999822e+00	9.873811115439121711e-01
5.900000000000000296e-04	7.099999999999999645e+00	9.873818044479076850e-01
1.549999999999999946e-03	6.400000000000000355e+00	9.917191576499205796e-01
1.510000000000000057e-03	6.900000000000000355e+00	9.923898440140944688e-01
1.500000000000000031e-03	3.700000000000000178e+00	9.986461870945416708e-01
7.399999999999999894e-04	4.099999999999999645e+00	9.986937888539754171e-01
1.270000000000000078e-03	5.299999999999999822e+00	9.990230517891737216e-01
1.000000000000000021e-03	7.200000000000000178e+00	9.994225255571879130e-01
5.900000000000000296e-04	7.099999999999999645e+00	9.998435395268293613e-01
1.680000000000000070e-03	6.299999999999999822e+00	9.998889582661482089e-01
1.850000000000000082e-03	6.599999999999999645e+00	9.999930199522238938e-01
1.080000000000000014e-03	7.400000000000000355e+00	9.999984812278014390e-01
