1.080000000000000014e-03	7.400000000000000355e+00	1.368451042817189212e+00
1.850000000000000082e-03	6.599999999999999645e+00	1.371540881120241639e+00
1.729999999999999984e-03	5.799999999999999822e+00	1.462902636482165342e+00
1.750000000000000036e-03	2.899999999999999911e+00	1.511347135672202580e+00
7.399999999999999894e-04	4.099999999999999645e+00	1.540312279875461821e+00
1.680000000000000070e-03	6.299999999999999822e+00	1.553907267176187990e+00
8.499999999999999526e-04	4.599999999999999645e+00	1.570951618827306273e+00
1.000000000000000021e-03	7.200000000000000178e+00	1.612636385055688626e+00
1.580000000000000024e-03	6.200000000000000178e+00	1.613362958798041813e+00
5.900000000000000296e-04	7.099999999999999645e+00	1.615121010404366730e+00
1.580000000000000024e-03	3.100000000000000089e+00	1.616200616726508610e+00
1.500000000000000031e-03	3.700000000000000178e+00	1.631559017759103059e+00
1.549999999999999946e-03	6.400000000000000355e+00	1.634868543881636382e+00
6.199999999999999999e-04	6.299999999999999822e+00	1.634873180435254092e+00
1.129999999999999928e-03	4.500000000000000000e+00	1.637489905724158756e+00
1.510000000000000057e-03	6.900000000000000355e+00	1.641358146300682552e+00
1.899999999999999996e-03	5.400000000000000355e+00	1.668431544533142574e+00
1.270000000000000078e-03	4.299999999999999822e+00	1.676213804345864533e+00
1.700000000000000122e-04	4.700000000000000178e+00	1.684483426121565097e+00
1.270000000000000078e-03	5.299999999999999822e+00	1.688572786175287721e+00
1.990000000000000015e-03	7.000000000000000000e+00	1.718306328241641756e+00
5.900000000000000296e-04	7.099999999999999645e+00	1.722626133606984133e+00
1.900000000000000105e-04	3.700000000000000178e+00	1.892549325640384916e+00
1.770000000000000089e-03	3.299999999999999822e+00	1.947042741454564574e+00
1.020000000000000073e-03	2.899999999999999911e+00	1.950913274517426022e+00
